# z WS WD Th TKE TI
1.336363599999999963e+02 6.545927175314990798e+00 2.664753509044646762e+02 3.050027585082812607e+02 2.477189425395263100e-01 9.417153588117174734e-02
1.400000000000000000e+02 6.592269049814477810e+00 2.665155448413773911e+02 3.050027938592129431e+02 2.473882532399790946e-01 9.328112885543253519e-02
1.463636400000000037e+02 6.635570555261045556e+00 2.665842295690669062e+02 3.050028285962729910e+02 2.402509739275140443e-01 9.113509526335784872e-02
1.527272700000000043e+02 6.672891699790358011e+00 2.667003163632710425e+02 3.050028630031052330e+02 2.389932984767253743e-01 9.041980292076123860e-02
1.590909100000000080e+02 6.710800017099574077e+00 2.668296489825970070e+02 3.050028976366456845e+02 2.352400904900789347e-01 8.915270211852788229e-02
1.654545500000000118e+02 6.747505380528084906e+00 2.669302354298696969e+02 3.050029319482400183e+02 2.333872727414710857e-01 8.839577192691618068e-02
1.718181800000000123e+02 6.780880342158999596e+00 2.670088899555778426e+02 3.050029669337472455e+02 2.301899264769576015e-01 8.749851294557414727e-02
1.781818199999999877e+02 6.809575575458182151e+00 2.670839504852415871e+02 3.050029992971013257e+02 2.276487994335077980e-01 8.676124015407818413e-02
1.845454499999999882e+02 6.841251406402919955e+00 2.671649903868934075e+02 3.050030329658384289e+02 2.251905101966957812e-01 8.590061390753016279e-02
1.909090899999999920e+02 6.873459548661349672e+00 2.672500806982391168e+02 3.050030723706004210e+02 2.198166593461655938e-01 8.440547207777128469e-02
1.972727299999999957e+02 6.903737436651863568e+00 2.673420314111374410e+02 3.050031136687370008e+02 2.150233902101766625e-01 8.304566758583406538e-02
2.036363599999999963e+02 6.931848422859167691e+00 2.674347235417668571e+02 3.050031572919254472e+02 2.098443862034620744e-01 8.158691118745309279e-02
2.100000000000000000e+02 6.958022945928456160e+00 2.675357091201870503e+02 3.050032027401655910e+02 2.085161058210999174e-01 8.098836755789408370e-02
2.163636400000000037e+02 6.982780344956688090e+00 2.676526487410752111e+02 3.050032486811593913e+02 2.045890171047945461e-01 7.986765573195234169e-02
2.227272700000000043e+02 7.005018250811170688e+00 2.677801058786656085e+02 3.050032978457556965e+02 2.041974705576780069e-01 7.959153732740018028e-02
2.290909100000000080e+02 7.030659552198222251e+00 2.679236489444438121e+02 3.050033499120083889e+02 2.025301430301266747e-01 7.892378414382543450e-02
2.354545500000000118e+02 7.055198813636664568e+00 2.680457434991304240e+02 3.050034050683231044e+02 2.003683067264212803e-01 7.806457687204643170e-02
2.418181800000000123e+02 7.081790292776701357e+00 2.681412540046891877e+02 3.050034662650104451e+02 1.958352855837322271e-01 7.661224127001396711e-02
2.481818199999999877e+02 7.110030206577589773e+00 2.682272835794452703e+02 3.050035330973085479e+02 1.923083312484429597e-01 7.541597278130318660e-02
2.545454499999999882e+02 7.135352805998155468e+00 2.683084657717724326e+02 3.050035999824016812e+02 1.881466155474505464e-01 7.409115773279852102e-02
2.609090899999999920e+02 7.156001607011744703e+00 2.683891151568998339e+02 3.050036689078674499e+02 1.845100770014135028e-01 7.312487083100180363e-02
2.672727300000000241e+02 7.177931625317220288e+00 2.684696025033348974e+02 3.050037336283643867e+02 1.797015796480963823e-01 7.198736438929320691e-02
2.736363600000000247e+02 7.203334559506424206e+00 2.685547143304123097e+02 3.050038034585921878e+02 1.772775705985472627e-01 7.127970126622236446e-02
2.800000000000000000e+02 7.227446720083966269e+00 2.686581582323134967e+02 3.050038707256729253e+02 1.777756359135245767e-01 7.123426115914177625e-02
