# z WS WD Th TKE TI
1.272727299999999957e+02 6.490934740174802542e+00 2.656073579201276971e+02 3.050027048354034491e+02 2.443585506584312617e-01 9.421991336046905974e-02
1.336363599999999963e+02 6.540857537545235800e+00 2.656090412765005340e+02 3.050027373198755640e+02 2.394767260091799632e-01 9.271420516940644119e-02
1.400000000000000000e+02 6.583443494708911103e+00 2.656111024819463751e+02 3.050027684906830814e+02 2.414999002194377076e-01 9.279664561051956251e-02
1.463636400000000037e+02 6.621602978393783090e+00 2.656132929333758739e+02 3.050028011583848979e+02 2.334468484499192809e-01 9.057232771488979428e-02
1.527272700000000043e+02 6.657600906256326390e+00 2.656147382217359905e+02 3.050028357204967620e+02 2.305826669328031320e-01 8.938304977378970506e-02
1.590909100000000080e+02 6.691759111789677306e+00 2.656158957238523612e+02 3.050028730144926499e+02 2.266205431386792424e-01 8.807905290823339617e-02
1.654545500000000118e+02 6.726567939158345943e+00 2.656174849328417622e+02 3.050029093240165707e+02 2.249383134398052764e-01 8.722561426858323197e-02
1.718181800000000123e+02 6.762158293094931771e+00 2.656192957914516910e+02 3.050029487650104443e+02 2.199463680647182340e-01 8.564047283557306434e-02
1.781818199999999877e+02 6.797948574765333873e+00 2.656206085546649547e+02 3.050029913830229589e+02 2.181238064014235090e-01 8.469720437106710575e-02
1.845454499999999882e+02 6.830685444649401639e+00 2.656216742185180237e+02 3.050030301293998036e+02 2.189128724589854691e-01 8.427885205096737053e-02
1.909090899999999920e+02 6.862472449755930626e+00 2.656224144740510837e+02 3.050030680931678830e+02 2.151867550225090853e-01 8.291689479761997494e-02
1.972727299999999957e+02 6.893153885544879955e+00 2.656232991473385141e+02 3.050031104824017802e+02 2.113219436762975023e-01 8.157929170078123682e-02
2.036363599999999963e+02 6.923403024261673089e+00 2.656245372366863080e+02 3.050031573405798326e+02 2.070476917705352804e-01 8.013986043908317980e-02
2.100000000000000000e+02 6.957102211366644084e+00 2.656264236774139249e+02 3.050032063022775333e+02 2.074310401638673196e-01 7.968893628692232112e-02
2.163636400000000037e+02 6.985732332387384780e+00 2.656284786306292176e+02 3.050032558219462544e+02 2.051174571101091193e-01 7.889577608290558597e-02
2.227272700000000043e+02 7.010343528379118005e+00 2.656304393523674889e+02 3.050033065993789592e+02 2.044472205738114834e-01 7.848024442082436603e-02
2.290909100000000080e+02 7.032715141642646550e+00 2.656319665891907675e+02 3.050033619265010998e+02 2.027751185729944894e-01 7.785652937300170662e-02
2.354545500000000118e+02 7.054131604855726323e+00 2.656333459052150374e+02 3.050034200517599743e+02 2.016903906718831296e-01 7.733133163141976685e-02
2.418181800000000123e+02 7.073331644978193999e+00 2.656343333651844887e+02 3.050034776252588813e+02 1.981129270583619761e-01 7.644460380072297390e-02
2.481818199999999877e+02 7.095009691793171314e+00 2.656352579864642962e+02 3.050035368033127270e+02 1.950513569319996532e-01 7.558964936014522795e-02
2.545454499999999882e+02 7.119642259409070029e+00 2.656362362075322494e+02 3.050035997805383658e+02 1.942344704120679832e-01 7.527806615529215872e-02
2.609090899999999920e+02 7.148791355708675965e+00 2.656380712486328548e+02 3.050036598944101343e+02 1.898473636528135444e-01 7.419218377511255236e-02
2.672727300000000241e+02 7.179988744453615013e+00 2.656404076172742066e+02 3.050037152681160819e+02 1.837332181807084241e-01 7.271581888284857353e-02
2.736363600000000247e+02 7.209076012645941667e+00 2.656431650959008834e+02 3.050037744968944367e+02 1.807129701344041550e-01 7.182849570411502238e-02
2.800000000000000000e+02 7.235254073348110992e+00 2.656457755156060898e+02 3.050038335134575505e+02 1.800603791646614438e-01 7.150011562020591738e-02
