# z WS WD Th TKE TI
1.718181800000000123e+02 6.773649126446602331e+00 2.656174167749907724e+02 3.050029628995859525e+02 2.255367570268580202e-01 8.631024669352939382e-02
1.781818199999999877e+02 6.804836480605665372e+00 2.656191584268578936e+02 3.050029976428572240e+02 2.239979817020803232e-01 8.567494835703018397e-02
1.845454499999999882e+02 6.836160985571998694e+00 2.656208198633540860e+02 3.050030334710145894e+02 2.243796113793450620e-01 8.546084176402923838e-02
1.909090899999999920e+02 6.866975965046199448e+00 2.656224161738334146e+02 3.050030729254659150e+02 2.209639960523078761e-01 8.435703242588027395e-02
1.972727299999999957e+02 6.895869614760086641e+00 2.656235191729710436e+02 3.050031122795031138e+02 2.172697286551534823e-01 8.318216414242611545e-02
2.036363599999999963e+02 6.926163602214567838e+00 2.656247183440988806e+02 3.050031562091097612e+02 2.113723044206538004e-01 8.145344214423191898e-02
2.100000000000000000e+02 6.956656099479642030e+00 2.656262485762135839e+02 3.050032042111801616e+02 2.094179664955767572e-01 8.056231627749242674e-02
2.163636400000000037e+02 6.984920227671562287e+00 2.656284325029181446e+02 3.050032518053830586e+02 2.054161266182329970e-01 7.933083339637707343e-02
2.227272700000000043e+02 7.007738196376550377e+00 2.656307078918654838e+02 3.050033038923396020e+02 2.048889604796802211e-01 7.890331136607216245e-02
2.290909100000000080e+02 7.029291928133067024e+00 2.656328766805772261e+02 3.050033609616977515e+02 2.049285649336362314e-01 7.867786843490408299e-02
2.354545500000000118e+02 7.053617594552235914e+00 2.656348193174211474e+02 3.050034211397515946e+02 2.040111432104254885e-01 7.823282909614889813e-02
2.418181800000000123e+02 7.077635506762152140e+00 2.656361755473208746e+02 3.050034855797102296e+02 2.003887770883695796e-01 7.721552930737345111e-02
2.481818199999999877e+02 7.102036402628702838e+00 2.656373120310295235e+02 3.050035464006211328e+02 1.967688293341134098e-01 7.613485744247444620e-02
2.545454499999999882e+02 7.126932180069635692e+00 2.656389822718637106e+02 3.050036077950310300e+02 1.936382623613532861e-01 7.518744461023423031e-02
2.609090899999999920e+02 7.151412820941708048e+00 2.656408928918824017e+02 3.050036752018633592e+02 1.881950577956131021e-01 7.386873078360949030e-02
2.672727300000000241e+02 7.178263761638096874e+00 2.656429464760553287e+02 3.050037390610766579e+02 1.819991835063982932e-01 7.233540213861523738e-02
2.736363600000000247e+02 7.204658486531237749e+00 2.656452185560935959e+02 3.050038032256729252e+02 1.799334811845928472e-01 7.168114878956875768e-02
2.800000000000000000e+02 7.229747623331489237e+00 2.656473158157467083e+02 3.050038606262939993e+02 1.794606229087647720e-01 7.139895847382625449e-02
