# 'z','WS','WD','Th','TKE','TI'
143.7000 6.6082 266.4700 304.9635 0.1865 0.0615
146.2000 6.6210 266.5114 304.9635 0.1846 0.0608
148.7000 6.6330 266.5507 304.9635 0.1829 0.0603
151.2000 6.6447 266.5904 304.9635 0.1810 0.0598
153.7000 6.6565 266.6314 304.9635 0.1789 0.0593
156.2000 6.6681 266.6730 304.9635 0.1768 0.0588
158.7000 6.6794 266.7149 304.9635 0.1746 0.0582
161.2000 6.6904 266.7584 304.9635 0.1725 0.0576
163.7000 6.7007 266.8044 304.9635 0.1707 0.0571
166.2000 6.7108 266.8518 304.9635 0.1690 0.0565
168.7000 6.7206 266.8976 304.9635 0.1675 0.0560
171.2000 6.7301 266.9402 304.9635 0.1660 0.0555
173.7000 6.7397 266.9815 304.9635 0.1642 0.0548
176.2000 6.7491 267.0227 304.9635 0.1624 0.0541
178.7000 6.7578 267.0627 304.9635 0.1607 0.0536
181.2000 6.7657 267.1013 304.9635 0.1591 0.0531
183.7000 6.7729 267.1385 304.9635 0.1575 0.0527
186.2000 6.7796 267.1751 304.9635 0.1554 0.0522
188.7000 6.7859 267.2119 304.9634 0.1531 0.0517
191.2000 6.7918 267.2481 304.9635 0.1506 0.0511
193.7000 6.7976 267.2799 304.9635 0.1483 0.0506
196.2000 6.8033 267.3075 304.9635 0.1463 0.0501
198.7000 6.8096 267.3332 304.9635 0.1444 0.0498
201.2000 6.8160 267.3607 304.9635 0.1429 0.0495
203.7000 6.8224 267.3908 304.9635 0.1419 0.0493
206.2000 6.8284 267.4201 304.9635 0.1413 0.0492
208.7000 6.8342 267.4494 304.9635 0.1408 0.0491
211.2000 6.8399 267.4832 304.9635 0.1404 0.0489
213.7000 6.8453 267.5240 304.9635 0.1400 0.0488
216.2000 6.8511 267.5701 304.9635 0.1395 0.0487
218.7000 6.8572 267.6183 304.9635 0.1390 0.0485
221.2000 6.8630 267.6670 304.9635 0.1388 0.0484
223.7000 6.8687 267.7154 304.9635 0.1386 0.0483
226.2000 6.8743 267.7638 304.9635 0.1386 0.0483
228.7000 6.8798 267.8127 304.9635 0.1386 0.0482
231.2000 6.8851 267.8607 304.9635 0.1385 0.0482
233.7000 6.8904 267.9072 304.9635 0.1383 0.0481
236.2000 6.8955 267.9517 304.9635 0.1381 0.0481
238.7000 6.8999 267.9950 304.9635 0.1380 0.0481
241.2000 6.9038 268.0395 304.9635 0.1377 0.0480
243.7000 6.9078 268.0851 304.9635 0.1373 0.0480
246.2000 6.9118 268.1289 304.9635 0.1371 0.0479
248.7000 6.9157 268.1704 304.9635 0.1367 0.0479
251.2000 6.9197 268.2104 304.9635 0.1362 0.0478
253.7000 6.9234 268.2498 304.9635 0.1356 0.0476
256.2000 6.9270 268.2873 304.9635 0.1349 0.0474
258.7000 6.9304 268.3227 304.9635 0.1340 0.0472
261.2000 6.9338 268.3570 304.9635 0.1330 0.0470
263.7000 6.9372 268.3897 304.9635 0.1321 0.0467
266.2000 6.9408 268.4213 304.9634 0.1313 0.0465
268.7000 6.9442 268.4513 304.9634 0.1307 0.0464
271.2000 6.9471 268.4787 304.9634 0.1305 0.0464
273.7000 6.9498 268.5045 304.9634 0.1307 0.0464
276.2000 6.9522 268.5301 304.9634 0.1311 0.0466
278.7000 6.9544 268.5552 304.9634 0.1316 0.0467
281.2000 6.9566 268.5766 304.9634 0.1320 0.0469
283.7000 6.9584 268.5948 304.9634 0.1320 0.0470
286.2000 6.9602 268.6158 304.9634 0.1317 0.0470
288.7000 6.9619 268.6403 304.9634 0.1310 0.0469
291.2000 6.9638 268.6670 304.9634 0.1301 0.0467
293.7000 6.9660 268.6949 304.9634 0.1288 0.0465
296.2000 6.9683 268.7250 304.9634 0.1275 0.0463
298.7000 6.9706 268.7578 304.9634 0.1263 0.0461
301.2000 6.9731 268.7925 304.9634 0.1255 0.0459
303.7000 6.9758 268.8285 304.9634 0.1249 0.0458
306.3000 6.9792 268.8670 304.9633 0.1243 0.0455
309.2000 6.9832 268.9089 304.9633 0.1234 0.0452
312.3000 6.9877 268.9478 304.9633 0.1224 0.0450
315.7000 6.9923 268.9819 304.9633 0.1213 0.0448
319.3000 6.9966 269.0107 304.9632 0.1202 0.0446
323.2000 6.9996 269.0312 304.9632 0.1190 0.0444
327.3000 7.0012 269.0493 304.9632 0.1179 0.0442
331.7000 7.0025 269.0651 304.9632 0.1168 0.0440
336.3000 7.0041 269.0758 304.9632 0.1161 0.0438
341.2000 7.0074 269.0873 304.9632 0.1156 0.0437
346.3000 7.0124 269.1010 304.9632 0.1151 0.0435
351.7000 7.0176 269.1099 304.9632 0.1150 0.0434
357.3000 7.0216 269.1308 304.9632 0.1153 0.0436
363.2000 7.0249 269.1765 304.9633 0.1157 0.0440
369.3000 7.0280 269.2327 304.9633 0.1164 0.0444
375.7000 7.0313 269.2975 304.9633 0.1172 0.0447
382.3000 7.0360 269.3666 304.9633 0.1182 0.0448
389.1000 7.0410 269.4369 304.9632 0.1187 0.0447
396.3000 7.0459 269.5037 304.9631 0.1188 0.0446
403.6000 7.0519 269.5690 304.9631 0.1192 0.0445
411.3000 7.0586 269.6352 304.9631 0.1202 0.0444
419.1000 7.0656 269.6876 304.9630 0.1216 0.0447
427.3000 7.0727 269.7364 304.9630 0.1232 0.0451
435.6000 7.0827 269.7911 304.9630 0.1237 0.0452
444.3000 7.0975 269.8617 304.9629 0.1228 0.0448
453.1000 7.1149 269.9556 304.9628 0.1210 0.0444
462.3000 7.1369 270.0627 304.9626 0.1183 0.0438
471.6000 7.1614 270.1795 304.9626 0.1153 0.0431
481.3000 7.1860 270.2946 304.9624 0.1130 0.0425
491.1000 7.2106 270.3597 304.9623 0.1113 0.0420
504.8000 7.2435 270.4194 304.9623 0.1037 0.0400
523.7000 7.2990 270.5385 304.9625 0.0986 0.0399
544.0000 7.3706 270.7697 304.9633 0.0935 0.0394
564.5000 7.4621 271.1515 304.9681 0.0831 0.0369
585.7000 7.6120 272.0711 304.9947 0.0711 0.0336
607.7000 7.8488 274.4448 305.1296 0.0535 0.0266
630.5000 8.1668 278.8878 305.6043 0.0211 0.0135
654.3000 8.3914 283.6368 306.5411 0.0144 0.0112
678.9000 8.5036 287.3918 307.9049 0.0125 0.0118
704.4000 8.5336 289.7586 309.5674 0.0104 0.0116
730.9000 8.5185 290.7956 311.2610 0.0067 0.0086
758.3000 8.5014 290.9200 312.5896 0.0039 0.0053
786.8000 8.4989 290.7586 313.1261 0.0025 0.0044
816.4000 8.5012 290.6802 313.2302 0.0013 0.0035
847.1000 8.5022 290.6727 313.2956 0.0007 0.0026
878.9000 8.5027 290.6704 313.3884 0.0004 0.0021
911.9000 8.5030 290.6670 313.4861 0.0002 0.0018
946.1000 8.5030 290.6647 313.5903 0.0002 0.0016
